date,source,production_m3,service_hours,country
2021-03-06,Metolong Dam,21488,22.87073621746071,Lesotho
2021-03-07,Metolong Dam,25900,23.067126565544143,Lesotho
2021-03-08,Metolong Dam,23677,21.945263071764227,Lesotho
2021-03-09,Mohokare River,24811,22.20219691198851,Lesotho
2021-03-10,Mohokare River,21722,20.942411405595976,Lesotho
2021-03-11,Metolong Dam,21627,23.31786697710165,Lesotho
2021-03-12,Mohokare River,20636,21.180592209795908,Lesotho
2021-03-13,Metolong Dam,25576,23.62555964089749,Lesotho
2021-03-14,Metolong Dam,20944,21.06936194777233,Lesotho
2021-03-15,Metolong Dam,20554,22.600145432546622,Lesotho
2021-03-16,Mohokare River,20262,21.1436202823673,Lesotho
2021-03-17,Mohokare River,20552,21.80273487970966,Lesotho
